Rk,Player,Nation,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Pos1,Pos2
2130,Ronaël Pierre-Gabriel,FRA,Nantes,Ligue 1,25.0,1998.0,12,6,598,6.6,0,0,0,0,0,0,3,0,0.3,0.3,0.8,1.2,12.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17,DF,
2131,Andrea Pinamonti,ITA,Sassuolo,Serie A,24.0,1999.0,38,37,3076,34.2,11,1,12,9,2,3,4,0,8.9,6.6,1.9,8.4,17.0,45.0,165.0,0.32,0.03,0.35,0.26,0.29,0.26,0.05,0.32,0.19,0.25,FW,
2132,Ethan Pinnock,JAM,Brentford,Premier League,30.0,1993.0,29,28,2521,28.0,2,0,2,2,0,0,1,0,2.0,2.0,1.0,3.0,11.0,61.0,16.0,0.07,0.0,0.07,0.07,0.07,0.07,0.04,0.11,0.07,0.11,DF,
2133,Yeremi Pino,ESP,Villarreal,La Liga,20.0,2002.0,7,7,475,5.3,0,0,0,0,0,0,4,0,1.4,1.4,0.2,1.7,11.0,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.31,0.27,0.31,MF,FW
2134,Carlo Pinsoglio,ITA,Juventus,Serie A,33.0,1990.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2135,Lorenzo Pirola,ITA,Salernitana,Serie A,21.0,2002.0,27,24,1987,22.1,1,0,1,1,0,0,4,0,0.9,0.9,0.0,0.9,13.0,57.0,7.0,0.05,0.0,0.05,0.05,0.05,0.04,0.0,0.04,0.04,0.04,DF,
2136,Niccolò Pisilli,ITA,Roma,Serie A,18.0,2004.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,
2137,Alassane Pléa,FRA,Gladbach,Bundesliga,30.0,1993.0,27,24,1913,21.3,7,4,11,6,1,1,1,0,7.0,6.2,4.0,10.2,56.0,115.0,157.0,0.33,0.19,0.52,0.28,0.47,0.33,0.19,0.52,0.29,0.48,FW,MF
2138,Tommaso Pobega,ITA,Milan,Serie A,24.0,1999.0,11,3,319,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,6.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,MF,
2139,Paul Pogba,FRA,Juventus,Serie A,30.0,1993.0,2,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,MF,
2140,Ole Pohlmann,GER,Dortmund,Bundesliga,22.0,2001.0,2,0,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.19,0.09,0.19,MF,
2141,Matteo Politano,ITA,Napoli,Serie A,29.0,1993.0,37,31,2360,26.2,8,7,15,6,2,3,2,1,7.1,4.8,6.6,11.4,113.0,164.0,216.0,0.31,0.27,0.57,0.23,0.5,0.27,0.25,0.52,0.18,0.43,FW,
2142,Sebastian Polter,GER,Darmstadt 98,Bundesliga,32.0,1991.0,9,4,446,5.0,0,1,1,0,0,0,0,0,1.0,1.0,0.6,1.5,5.0,13.0,26.0,0.0,0.2,0.2,0.0,0.2,0.2,0.11,0.31,0.2,0.31,FW,
2143,Julien Ponceau,FRA,Lorient,Ligue 1,22.0,2000.0,32,27,2244,24.9,3,2,5,3,0,0,5,0,3.3,3.3,2.7,6.0,106.0,154.0,152.0,0.12,0.08,0.2,0.12,0.2,0.13,0.11,0.24,0.13,0.24,MF,
2144,Marin Pongračić,CRO,Lecce,Serie A,25.0,1997.0,36,36,3219,35.8,0,0,0,0,0,0,10,1,1.2,1.2,0.4,1.5,45.0,134.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,DF,
2145,Nick Pope,ENG,Newcastle Utd,Premier League,31.0,1992.0,15,15,1345,14.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2146,Pedro Porro,ESP,Tottenham,Premier League,23.0,1999.0,35,35,3089,34.3,3,7,10,3,0,0,3,0,2.9,2.9,7.2,10.1,57.0,194.0,158.0,0.09,0.2,0.29,0.09,0.29,0.09,0.21,0.3,0.09,0.3,DF,
2147,Portu,ESP,Getafe,La Liga,31.0,1992.0,3,0,97,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.29,0.15,0.29,FW,
2148,Portu,ESP,Girona,La Liga,31.0,1992.0,33,11,1188,13.2,7,5,12,7,0,0,3,0,3.4,3.4,3.5,6.8,32.0,32.0,96.0,0.53,0.38,0.91,0.53,0.91,0.26,0.26,0.52,0.26,0.52,MF,FW
2149,Stefan Posch,AUT,Bologna,Serie A,26.0,1997.0,31,29,2409,26.8,1,2,3,1,0,0,7,0,1.2,1.2,2.1,3.3,44.0,123.0,64.0,0.04,0.07,0.11,0.04,0.11,0.04,0.08,0.12,0.04,0.12,DF,
2150,Yussuf Poulsen,DEN,RB Leipzig,Bundesliga,29.0,1994.0,28,12,1217,13.5,5,2,7,5,0,0,0,0,5.7,5.7,1.0,6.8,11.0,16.0,78.0,0.37,0.15,0.52,0.37,0.52,0.43,0.08,0.5,0.43,0.5,FW,
2151,José Pozo,ESP,Rayo Vallecano,La Liga,27.0,1996.0,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,
2152,Alejandro Pozo Pozo,ESP,Almería,La Liga,24.0,1999.0,21,9,976,10.8,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,22.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,DF,MF
2153,Beñat Prados,ESP,Athletic Club,La Liga,22.0,2001.0,26,16,1449,16.1,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,23.0,87.0,30.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,MF,DF
2154,Matteo Prati,ITA,Cagliari,Serie A,19.0,2003.0,26,19,1972,21.9,1,1,2,1,0,0,4,0,2.0,2.0,0.8,2.8,8.0,66.0,17.0,0.05,0.05,0.09,0.05,0.09,0.09,0.03,0.13,0.09,0.13,MF,
2155,Abdón Prats,ESP,Mallorca,La Liga,30.0,1992.0,34,11,1270,14.1,6,1,7,6,0,0,4,0,3.2,3.2,2.4,5.6,9.0,26.0,49.0,0.43,0.07,0.5,0.43,0.5,0.23,0.17,0.4,0.23,0.4,FW,MF
2156,Sanjin Prcić,BIH,Strasbourg,Ligue 1,29.0,1993.0,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.23,0.24,0.01,0.24,MF,
2157,Grischa Prömel,GER,Hoffenheim,Bundesliga,28.0,1995.0,28,27,2139,23.8,4,5,9,4,0,0,10,1,3.8,3.8,2.8,6.6,35.0,96.0,60.0,0.17,0.21,0.38,0.17,0.38,0.16,0.12,0.28,0.16,0.28,MF,
2158,Ivan Provedel,ITA,Lazio,Serie A,29.0,1994.0,30,30,2699,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2159,Marc Pubill,ESP,Almería,La Liga,20.0,2003.0,23,22,1883,20.9,1,3,4,1,0,0,2,0,0.7,0.7,1.5,2.2,59.0,36.0,85.0,0.05,0.14,0.19,0.05,0.19,0.03,0.07,0.1,0.03,0.1,DF,
2160,Gustavo Puerta,COL,Leverkusen,Bundesliga,20.0,2003.0,7,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18,0.16,0.34,0.18,0.34,DF,MF
2161,Antonio Puertas,ESP,Granada,La Liga,31.0,1992.0,27,6,730,8.1,0,2,2,0,0,2,3,1,3.2,1.6,0.6,2.2,18.0,22.0,46.0,0.0,0.25,0.25,0.0,0.25,0.39,0.08,0.47,0.2,0.27,MF,FW
2162,Arnau Puigmal,ESP,Almería,La Liga,22.0,2001.0,11,3,255,2.8,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,4.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,FW,DF
2163,Christian Pulisic,USA,Milan,Serie A,24.0,1998.0,36,32,2602,28.9,12,8,20,12,0,0,2,0,8.0,8.0,4.8,12.8,131.0,87.0,293.0,0.42,0.28,0.69,0.42,0.69,0.28,0.16,0.44,0.28,0.44,FW,MF
2164,George Pușcaș,ROU,Genoa,Serie A,27.0,1996.0,8,1,191,2.1,0,0,0,0,0,0,0,0,2.1,2.1,0.1,2.2,5.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.98,0.04,1.02,0.98,1.02,FW,
2165,Jarell Quansah,ENG,Liverpool,Premier League,20.0,2003.0,17,13,1190,13.2,2,0,2,2,0,0,1,0,1.0,1.0,0.1,1.1,13.0,67.0,1.0,0.15,0.0,0.15,0.15,0.15,0.08,0.01,0.08,0.08,0.08,DF,
2166,Domingos Quina,POR,Udinese,Serie A,23.0,1999.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,
2167,Adrien Rabiot,FRA,Juventus,Serie A,28.0,1995.0,31,30,2651,29.5,5,3,8,5,0,0,8,0,3.5,3.4,4.1,7.4,72.0,120.0,106.0,0.17,0.1,0.27,0.17,0.27,0.12,0.14,0.26,0.11,0.25,MF,
2168,Uroš Račić,SRB,Sassuolo,Serie A,25.0,1998.0,22,8,820,9.1,1,1,2,1,0,0,1,0,0.8,0.8,0.3,1.1,5.0,37.0,11.0,0.11,0.11,0.22,0.11,0.22,0.09,0.03,0.13,0.09,0.13,MF,
2169,Nemanja Radonjić,SRB,Torino,Serie A,27.0,1996.0,10,4,374,4.2,3,0,3,3,0,0,1,0,1.7,1.7,0.2,1.9,11.0,7.0,24.0,0.72,0.0,0.72,0.72,0.72,0.41,0.05,0.46,0.41,0.46,MF,FW
2170,Nemanja Radonjić,SRB,Mallorca,La Liga,27.0,1996.0,11,4,353,3.9,0,0,0,0,0,0,0,0,1.6,1.6,0.6,2.2,23.0,12.0,43.0,0.0,0.0,0.0,0.0,0.0,0.4,0.16,0.55,0.4,0.55,MF,DF
2171,Aleksandar Radovanović,SRB,Almería,La Liga,29.0,1993.0,9,8,569,6.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,DF,
2172,Ionuț Radu,ROU,Bournemouth,Premier League,26.0,1997.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2173,Boris Radunović,SRB,Cagliari,Serie A,27.0,1996.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2174,Hamza Rafia,TUN,Lecce,Serie A,24.0,1999.0,28,17,1204,13.4,1,0,1,1,0,0,4,0,0.8,0.8,0.8,1.6,15.0,46.0,37.0,0.07,0.0,0.07,0.07,0.07,0.06,0.06,0.12,0.06,0.12,MF,
2175,Abdellah Raihani,MAR,Atlético Madrid,La Liga,19.0,2004.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,
2176,Antonio Raillo,ESP,Mallorca,La Liga,31.0,1991.0,26,25,2195,24.4,3,2,5,3,0,0,6,1,1.4,1.4,2.0,3.4,24.0,80.0,4.0,0.12,0.08,0.21,0.12,0.21,0.06,0.08,0.14,0.06,0.14,DF,
2177,Luca Raimund,GER,Stuttgart,Bundesliga,18.0,2005.0,3,0,30,0.3,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.79,0.0,2.79,2.79,2.79,FW,MF
2178,Predrag Rajković,SRB,Mallorca,La Liga,27.0,1995.0,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,GK,
2179,Jesurun Rak Sakyi,ENG,Crystal Palace,Premier League,20.0,2002.0,6,0,136,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,7.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,MF,FW
2180,Ivan Rakitić,CRO,Sevilla,La Liga,35.0,1988.0,18,16,1425,15.8,2,1,3,2,0,0,6,0,1.3,1.3,3.0,4.3,24.0,127.0,52.0,0.13,0.06,0.19,0.13,0.19,0.08,0.19,0.27,0.08,0.27,MF,
2181,Ylber Ramadani,ALB,Lecce,Serie A,27.0,1996.0,34,34,2970,33.0,1,0,1,1,0,0,13,0,1.0,1.0,0.5,1.6,36.0,121.0,14.0,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05,MF,
2182,Largie Ramazani,BEL,Almería,La Liga,22.0,2001.0,29,16,1555,17.3,3,5,8,3,0,0,11,2,4.7,4.7,5.7,10.5,59.0,42.0,104.0,0.17,0.29,0.46,0.17,0.46,0.27,0.33,0.6,0.27,0.6,FW,MF
2183,Benito Ramírez,ESP,Las Palmas,La Liga,28.0,1995.0,20,2,384,4.3,1,1,2,1,0,0,0,0,0.4,0.4,0.5,0.9,13.0,5.0,46.0,0.23,0.23,0.47,0.23,0.47,0.09,0.13,0.22,0.09,0.22,FW,MF
2184,Sandro Ramírez,ESP,Las Palmas,La Liga,28.0,1995.0,27,21,1808,20.1,1,3,4,1,0,1,3,0,3.7,3.0,2.6,5.6,61.0,54.0,209.0,0.05,0.15,0.2,0.05,0.2,0.19,0.13,0.32,0.15,0.28,FW,
2185,Chris Ramos,ESP,Cádiz,La Liga,26.0,1997.0,37,30,2612,29.0,5,1,6,5,0,0,5,0,10.1,10.1,1.7,11.7,31.0,28.0,102.0,0.17,0.03,0.21,0.17,0.21,0.35,0.06,0.4,0.35,0.4,FW,MF
2186,Gonçalo Ramos,POR,Paris S-G,Ligue 1,22.0,2001.0,29,16,1419,15.8,11,1,12,10,1,1,1,0,10.9,10.2,2.4,12.5,11.0,29.0,88.0,0.7,0.06,0.76,0.63,0.7,0.69,0.15,0.84,0.64,0.79,FW,
2187,Sergio Ramos,ESP,Sevilla,La Liga,37.0,1986.0,28,28,2517,28.0,3,0,3,3,0,0,7,1,1.9,1.9,0.1,2.0,11.0,81.0,5.0,0.11,0.0,0.11,0.11,0.11,0.07,0.0,0.07,0.07,0.07,DF,
2188,Aaron Ramsdale,ENG,Arsenal,Premier League,25.0,1998.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2189,Aaron Ramsey,ENG,Burnley,Premier League,20.0,2003.0,14,5,527,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,MF,FW
2190,Jacob Ramsey,ENG,Aston Villa,Premier League,22.0,2001.0,16,8,853,9.5,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,33.0,28.0,69.0,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34,FW,MF
2191,Luca Ranieri,ITA,Fiorentina,Serie A,24.0,1999.0,26,23,2065,22.9,2,1,3,2,0,0,14,0,0.9,0.9,0.4,1.3,17.0,99.0,5.0,0.09,0.04,0.13,0.09,0.13,0.04,0.02,0.06,0.04,0.06,DF,
2192,Filippo Ranocchia,ITA,Empoli,Serie A,22.0,2001.0,9,5,476,5.3,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.8,5.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,MF,DF
2193,Grant Ranos,ARM,Gladbach,Bundesliga,20.0,2003.0,9,0,49,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,MF,FW
2194,Raphinha,BRA,Barcelona,La Liga,26.0,1996.0,28,17,1368,15.2,6,9,15,5,1,1,4,1,7.4,6.6,5.7,12.3,49.0,57.0,164.0,0.39,0.59,0.99,0.33,0.92,0.48,0.37,0.86,0.43,0.81,FW,MF
2195,Nicolai Rapp,GER,Werder Bremen,Bundesliga,26.0,1996.0,2,1,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
2196,Elba Rashani,KVX,Clermont Foot,Ligue 1,30.0,1993.0,24,14,1175,13.1,2,0,2,2,0,0,4,2,2.1,2.1,1.2,3.3,19.0,22.0,102.0,0.15,0.0,0.15,0.15,0.15,0.16,0.09,0.26,0.16,0.26,MF,FW
2197,Marcus Rashford,ENG,Manchester Utd,Premier League,25.0,1997.0,33,26,2271,25.2,7,2,9,5,2,2,2,0,7.4,5.8,2.3,8.1,95.0,65.0,184.0,0.28,0.08,0.36,0.2,0.28,0.29,0.09,0.38,0.23,0.32,FW,
2198,Giacomo Raspadori,ITA,Napoli,Serie A,23.0,2000.0,37,14,1584,17.6,5,3,8,5,0,1,0,0,5.9,4.5,4.0,8.5,29.0,54.0,139.0,0.28,0.17,0.45,0.28,0.45,0.33,0.23,0.56,0.25,0.48,FW,MF
2199,Andrei Ratiu,ROU,Rayo Vallecano,La Liga,25.0,1998.0,12,6,630,7.0,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,28.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,DF,MF
2200,Raúl,ESP,Osasuna,La Liga,22.0,2000.0,35,13,1355,15.1,6,1,7,6,0,0,4,0,4.9,4.9,0.6,5.5,16.0,22.0,68.0,0.4,0.07,0.46,0.4,0.46,0.32,0.04,0.37,0.32,0.37,FW,
2201,David Raum,GER,RB Leipzig,Bundesliga,25.0,1998.0,31,31,2739,30.4,2,8,10,2,0,0,6,0,0.8,0.8,7.3,8.0,77.0,131.0,246.0,0.07,0.26,0.33,0.07,0.33,0.02,0.24,0.26,0.02,0.26,DF,
2202,Federico Ravaglia,ITA,Bologna,Serie A,23.0,1999.0,6,6,535,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2203,David Raya,ESP,Arsenal,Premier League,27.0,1995.0,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2204,Tim Ream,USA,Fulham,Premier League,35.0,1987.0,18,17,1503,16.7,1,0,1,1,0,0,4,1,1.0,1.0,0.0,1.0,11.0,65.0,3.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,DF,
2205,Abderrahman Rebbach,ALG,Alavés,La Liga,24.0,1998.0,23,6,722,8.0,1,0,1,1,0,0,1,0,0.8,0.8,1.8,2.6,34.0,14.0,78.0,0.12,0.0,0.12,0.12,0.12,0.1,0.22,0.33,0.1,0.33,FW,MF
2206,Nathan Redmond,ENG,Burnley,Premier League,29.0,1994.0,12,0,142,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,7.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,FW,MF
2207,Harrison Reed,ENG,Fulham,Premier League,28.0,1995.0,27,15,1325,14.7,0,2,2,0,0,0,6,0,0.3,0.3,1.1,1.4,10.0,56.0,40.0,0.0,0.14,0.14,0.0,0.14,0.02,0.07,0.09,0.02,0.09,MF,
2208,Sergio Reguilón,ESP,Manchester Utd,Premier League,26.0,1996.0,9,4,412,4.6,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.9,11.0,27.0,38.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.2,0.04,0.2,DF,
2209,Sergio Reguilón,ESP,Brentford,Premier League,26.0,1996.0,16,14,1118,12.4,0,4,4,0,0,0,4,1,0.8,0.8,2.8,3.6,34.0,38.0,40.0,0.0,0.32,0.32,0.0,0.32,0.06,0.23,0.29,0.06,0.29,DF,
2210,Bobby Reid,JAM,Fulham,Premier League,30.0,1993.0,33,17,1423,15.8,6,2,8,6,0,0,4,0,4.6,4.6,1.8,6.4,35.0,47.0,95.0,0.38,0.13,0.51,0.38,0.51,0.28,0.11,0.4,0.28,0.4,FW,
2211,Tijjani Reijnders,NED,Milan,Serie A,25.0,1998.0,36,33,2820,31.3,3,3,6,3,0,0,8,0,3.2,3.2,3.7,7.0,88.0,204.0,90.0,0.1,0.1,0.19,0.1,0.19,0.1,0.12,0.22,0.1,0.22,MF,
2212,Pepe Reina,ESP,Villarreal,La Liga,40.0,1982.0,2,2,180,2.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2213,Reinier,BRA,Frosinone,Serie A,21.0,2002.0,22,13,1059,11.8,2,2,4,2,0,0,3,0,1.3,1.3,1.9,3.2,10.0,32.0,42.0,0.17,0.17,0.34,0.17,0.34,0.11,0.16,0.27,0.11,0.27,MF,FW
2214,Rocco Reitz,GER,Gladbach,Bundesliga,21.0,2002.0,34,24,2136,23.7,6,3,9,6,0,0,2,0,3.7,3.7,2.4,6.0,41.0,110.0,58.0,0.25,0.13,0.38,0.25,0.38,0.15,0.1,0.25,0.15,0.25,MF,
2215,Álex Remiro,ESP,Real Sociedad,La Liga,28.0,1995.0,37,37,3275,36.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2216,Guillaume Restes,FRA,Toulouse,Ligue 1,18.0,2005.0,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2217,Mateo Retegui,ITA,Genoa,Serie A,24.0,1999.0,29,26,2216,24.6,7,2,9,6,1,1,5,0,5.8,5.0,0.7,5.8,18.0,17.0,112.0,0.28,0.08,0.37,0.24,0.32,0.24,0.03,0.27,0.2,0.24,FW,
2218,Marco Reus,GER,Dortmund,Bundesliga,34.0,1989.0,26,18,1601,17.8,6,8,14,6,0,0,2,0,6.5,6.5,5.1,11.7,31.0,64.0,89.0,0.34,0.45,0.79,0.34,0.79,0.37,0.29,0.65,0.37,0.65,MF,FW
2219,Elvis Rexhbeçaj,GER,Augsburg,Bundesliga,25.0,1997.0,25,24,1985,22.1,2,0,2,1,1,1,4,0,1.7,1.0,0.5,1.5,15.0,91.0,51.0,0.09,0.0,0.09,0.05,0.05,0.08,0.02,0.1,0.04,0.07,MF,
2220,Gio Reyna,USA,Nott'ham Forest,Premier League,20.0,2002.0,9,2,235,2.6,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.8,3.0,12.0,14.0,0.0,0.38,0.38,0.0,0.38,0.11,0.18,0.29,0.11,0.29,FW,MF
2221,Gio Reyna,USA,Dortmund,Bundesliga,20.0,2002.0,11,1,280,3.1,0,0,0,0,0,0,1,0,0.8,0.8,0.8,1.6,8.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.27,0.25,0.52,0.27,0.52,MF,FW
2222,Chadi Riad,MAR,Betis,La Liga,20.0,2003.0,26,24,2164,24.0,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,4.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,DF,
2223,Alexsandro Ribeiro,BRA,Lille,Ligue 1,23.0,1999.0,29,24,2220,24.7,0,0,0,0,0,0,6,1,2.0,2.0,0.5,2.6,15.0,82.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,DF,
2224,Rodrigo Ribeiro,POR,Nott'ham Forest,Premier League,18.0,2005.0,4,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,FW
2225,Samuele Ricci,ITA,Torino,Serie A,21.0,2001.0,32,28,2395,26.6,1,2,3,1,0,0,8,1,1.3,1.3,2.3,3.6,47.0,122.0,73.0,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.13,0.05,0.13,MF,
2226,Declan Rice,ENG,Arsenal,Premier League,24.0,1999.0,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75.0,278.0,64.0,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,MF,
2227,Chris Richards,USA,Crystal Palace,Premier League,23.0,2000.0,26,23,2094,23.3,1,1,2,1,0,0,3,0,0.6,0.6,0.4,1.0,1.0,43.0,1.0,0.04,0.04,0.09,0.04,0.09,0.03,0.02,0.04,0.03,0.04,DF,MF
2228,Amir Richardson,MAR,Reims,Ligue 1,21.0,2002.0,28,14,1352,15.0,3,1,4,3,0,0,4,0,1.6,1.6,1.1,2.8,28.0,72.0,40.0,0.2,0.07,0.27,0.2,0.27,0.11,0.08,0.18,0.11,0.18,MF,
2229,Richarlison,BRA,Tottenham,Premier League,26.0,1997.0,28,18,1491,16.6,11,4,15,11,0,0,3,0,9.6,9.6,2.1,11.7,26.0,38.0,106.0,0.66,0.24,0.91,0.66,0.91,0.58,0.13,0.7,0.58,0.7,FW,
2230,Marco Richter,GER,Mainz 05,Bundesliga,25.0,1997.0,20,7,717,8.0,1,0,1,1,0,0,3,0,1.9,1.9,1.3,3.2,20.0,30.0,53.0,0.13,0.0,0.13,0.13,0.13,0.24,0.16,0.4,0.24,0.4,MF,FW
